rank|album_id|song_id|song_title|artist_name|artist_id
1|35501|537750|기억상실|거미 (GUMMY)|30358
2|35494|537599|휠릴리|이수영|995
3|35399|536317|Brand New|신화|100078
4|42127|600942|It's Raining|비|17671
5|42191|600207|심장병|이승환|26
6|43082|601790|하루가 지나고|JNC|160801
7|35465|537208|흑백사진|KCM|45995
8|34958|529685|한 남자|김종국|1692
9|35738|540535|Secret|슈가|101447
10|35054|531011|문신|SE7EN|33513
11|40479|621783|사람찾기|유리상자|100130
12|35306|534951|고래의 꿈 (Falling In Love Again) (Feat. 김영근)|바비 킴|6027
13|43185|601992|믿어요|동방신기 (TVXQ!)|108316
14|35659|539778|오로라|바다 (BADA)|1605
15|316366|1142056|I Do|The One (더원)|160816
16|35635|539665|슬프지만 진실|제이|1203
17|35447|536921|잔소리|김건모|889
18|35404|536358|Sky|러브홀릭|106718
19|41866|602014|불치병 (Feat. Masta Wu)|휘성 (Realslow)|10577
20|35321|535139|Liquor Shots (술병에 숟가락)|드렁큰 타이거|100027
21|35207|533412|평화의 날|에픽하이 (EPIK HIGH)|108356
22|35052|530958|긴 하루|이승철|1010
23|34747|526418|그대여서(Piano Version With 이루마)|김형중|5247
24|35084|531594|나를 봐|이정(J.Lee)|39256
25|35357|535708|Windy|유진|432
26|35247|534003|너에게로 또다시|서영은|3033
27|35074|531431|당신과의 키스를 세어보아요|박화요비|2017
28|41331|602126|하하하쏭|자우림|100094
29|34289|519619|인사|린|8530
30|42815|601760|좋은아침 (Feat. 박화요비)|허니 패밀리|100073
31|40482|601903|불면증 (Feat. Bobby Kim)|다이나믹 듀오|108358
32|34671|525066|Sweety|클래지콰이|107725
33|34984|530122|내 여자라니까|이승기|58793
34|34891|528532|My Prayer (기도)|보아 (BoA)|2165
35|399659|1944405|Don't Know Why|SG 워너비|108363
36|34995|530237|Remember|유엔|100737
37|35294|534746|El Disco Amor|불독 맨션|101472
38|34789|527014|이야기|팀|33614
39|34486|522846|그래도 남자니까 (Feat. 이상인)|MC몽|11538
40|35085|531607|예감 좋은 날|럼블피쉬|108951
41|35810|541448|새장을 열다|임재범|4838
42|40843|601836|허락되지 않은 사랑|이현우|1176
43|35095|531748|순간을 믿어요|언니네 이발관|101111
44|34967|529850|The Way U Are|동방신기 (TVXQ!)|108316
45|34606|524216|물고기자리|이안|57358
46|34418|521702|나처럼|박효신|1191
47|34866|528184|널 보낼께|태빈|3893
48|34719|525944|비가 와요|이현우|1176
49|34822|527575|발작 (發作)|원티드|55255
50|42480|606250|롤리박|엔알지 (NRG)|100010
