rank|album_id|song_id|song_title|artist_name|artist_id
1|663552|2289852|TTL (Time To Love)|티아라|412000
2|650256|2276194|사랑비|김태우|182430
3|663561|2289924|사랑한 후에|박효신|1191
4|666758|2293482|우리 헤어지자|이승기|58793
5|682952|2312253|헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)|리쌍|103289
6|644652|2269959|Muzik|4minute|417985
7|635352|2258761|Heartbreaker|G-DRAGON|6984
8|646251|2271648|라차타 (LA chA TA)|f(x)|428501
9|673361|2301640|핼쑥해졌대|가비엔제이|174997
10|654552|2281050|30분전 (Feat. 임정희)|이현|429480
11|653653|2280185|Kiss (Feat. CL)|산다라박|165537
12|628465|2253748|내 귀에 캔디 (Feat. 택연 Of 2PM)|백지영|1118
13|671260|2299311|사랑인걸요|태연 (TAEYEON)|236797
14|616053|2238379|미스터|카라|222128
15|603751|2229259|Abracadabra|브라운아이드걸스|181694
16|665451|2291966|따라해 (Wannabe) (Feat. Mellow)|에픽하이 (EPIK HIGH)|108356
17|675364|2304171|가인 (Feat. Nemo Of 미스에스)|배치기|101886
18|673453|2301753|그 남자 그 여자의 사정|유이 (애프터스쿨)|433760
19|634254|2267869|Vari2ty|쥬얼리|101487
20|666758|2293481|면사포|이승기|58793
21|642809|2266940|사랑이 뭐길래|미스에스|275266
22|653756|2280287|심장병|아웃사이더|181785
23|598055|2218822|In The Club|2NE1|406712
24|617051|2234748|거짓말 (Part.1)|티아라|412000
25|673452|2301752|미안해|다이나믹 듀오|108358
26|666763|2293512|속았다 (Narration Of 이요원)|태군|323676
27|669961|2297547|사랑한단 말을 못해서|케이윌|175139
28|652251|2278748|사랑 참 어렵다|이승철|1010
29|636651|2259948|Hot Stuff|다비치|236815
30|682952|2312255|변해가네 (Feat. 정인)|리쌍|103289
31|598055|2212365|I Don't Care|2NE1|406712
32|668353|2295270|너라면 좋겠어|윤도현|923
33|631953|2253769|눈물도 아까워 (Feat. 현아 From 4Minute)|나비 (Navi)|242868
34|616053|2235965|Wanna|카라|222128
35|657153|2283354|독설|테이|51893
36|632858|2255158|생각이나|부활|100594
37|682858|2312177|호러쇼 (Feat. 강호동, Whale)|MC몽|11538
38|635352|2258760|소년이여|G-DRAGON|6984
39|635352|2258764|Hello (Feat. 다라)|G-DRAGON|6984
40|598055|2218824|Pretty Boy|2NE1|406712
41|682952|2312254|Carousel (Feat. 이적)|리쌍|103289
42|605252|2226049|바래|FTISLAND (FT아일랜드)|226490
43|625656|2245593|연애특강 (FEAT. 한예슬)|마이티 마우스|239366
44|650253|2276168|내 사랑 내 곁에|럼블피쉬|108951
45|635352|2258762|Breathe|G-DRAGON|6984
46|642787|2266685|초콜릿|케이윌|175139
47|684955|2314377|죽일 놈 (Guilty)|다이나믹 듀오|108358
48|686358|2315807|주르륵|휘성 (Realslow)|10577
49|642953|2267559|피아니시모 (Pianissimo)|체리필터 (cherryfilter)|101491
50|650559|2276693|I Don't Care (Reggae Mix Ver.)|2NE1|406712
