rank|album_id|song_id|song_title|artist_name|artist_id
1|32544|482653|With Me|휘성 (Realslow)|10577
2|32552|482793|덩그러니|이수영|995
3|32015|473438|Missing You|플라이 투 더 스카이|100183
4|32463|481199|10 Minutes|이효리|1713
5|32654|484861|오리 날다 (영화 '권순분여사 납치사건' CF 테마송)|체리필터 (cherryfilter)|101491
6|515351|2101649|만취 In Melody|은지원|1682
7|32695|485716|정말 사랑했을까|브라운 아이드 소울|107728
9|32657|484910|미소|백지영|1118
10|32750|486716|진(珍)|조용필|19
11|27516|420534|체념|빅마마|105803
12|32393|480366|다신|이정(J.Lee)|39256
13|32416|480998|Without Your Love|제이티엘(JTL)|101448
14|32477|481447|아버지|김경호|895
15|318637|1199560|Street Life (Feat. Big Mama & Ill Skillz)|DJ DOC|100005
16|32394|480392|단심가[丹心歌]|표건수|3621
17|31187|455209|아직 못다한 이야기 (Feat. BMK)|김진표|1136
18|32405|480667|Chiki Chiki-Love Song|여행스케치|100712
19|30724|445413|사랑합니다...|팀|33614
20|32557|482907|난 너에게 (To You)|샤크라|100068
21|317309|1183921|돌아와 제발|JK 김동욱|20379
22|32693|485685|관계|왁스|2267
23|313997|1110715|유리 (唯俚 - 비록 슬퍼진다 하더라도)|김정훈|1103
24|32584|483377|내 안의 그대|서영은|3033
25|40234|608219|Milky Way|보아 (BoA)|2165
26|31697|465286|안녕|박혜경|1790
27|31191|455268|놀러와|러브홀릭|106718
28|40235|609381|니가 참 좋아|쥬얼리|101487
29|31296|456856|Fly High (Feat. 정인, 하림(河琳))|리쌍|103289
30|32065|473152|앤|박정현|1099
31|31121|454476|하늘을 달리다|이적|1088
32|32068|473186|끝이라면|김현정|1177
33|32499|481845|Gloomy Sunday|피아 (PIA)|101339
34|31126|454500|체념|코요태|100022
35|31739|466094|Stay|넬 (NELL)|101094
36|32396|480415|어쩌면|서진영|9453
37|31817|467770|목포의 눈물|한영애|1027
38|627151|2247749|차 차|유진|432
39|31991|471072|결혼을 할 거라면|쿨 (COOL)|100004
40|31690|465183|아껴둔 이야기 (Radio Edit Ver.) (Feat. The Edition)|강성훈|1677
41|28453|417892|친구|엔알지 (NRG)|100010
42|31995|471121|Do It Yourself|레이지본 (Lazybone)|101843
43|31480|460363|난(亂)|옥주현|1714
44|31482|460401|Bye|임창정|1142
45|31692|465221|Just For My Love|슈가|101447
46|31157|454839|길 (Feat. 불독맨션)|데프콘|7567
47|28241|447645|슬픈 초대장|한경일|8314
48|29583|447865|한번 단 한번|SE7EN|33513
49|32245|477063|니가 날 떠나|김범수|6502
50|40195|609674|한국인 (韓國人)|MC 스나이퍼|7560
