rank|album_id|song_id|song_title|artist_name|artist_id
1|417|27654|Now|핑클 (Fin.K.L)|100065
2|458|75263|Outside Castle (The Castle Outsiders)|H.O.T.|100008
3|4801|106215|다짐|조성모|969
4|418|27600|기도|정일영|4107
5|479|75278|아무말도, 아무것도...|박정현|1099
6|4049|88794|울트라맨이야|서태지|1868
7|659|9956|왠지 느낌이 좋아|여행스케치|100712
8|51|3680|너를 위해|임재범|4838
9|645451|2270749|중독된 사랑|조장혁|5973
10|309|27641|환상|박지윤|1121
11|3858|88776|욕망이란 이름...|박완규|1037
12|224|27561|사슬|서문탁|2076
13|5354|88409|잘됐어!!!|샵|100127
14|457|27845|ID; Peace B|보아 (BoA)|2165
15|111|27833|Lie (Radio Ver.)|박화요비|2017
16|4362|46163|그대 내게 묻는다면|유리상자|100130
17|4161|86980|가잖아|신승훈|25
18|310|27585|2년만에|김동률|925
19|5189|87694|널 보내며|홍경민|891
21|104|3822|831 8|제이|1203
22|3260|33146|머피의 법칙|DJ DOC|100005
23|2144887|3884179|성녀|이상은 (=Lee-tzsche)|458
24|52|3692|Delete...|김경호|895
25|887|9270|매직 카펫 라이드|자우림|100094
26|40277|610559|Marry Me|이현우|1176
27|3128|34093|오랜 방황의 끝|김태영|5964
28|345496|1576735|다 줄거야 (Acoustic Ver.)|조규만|1833
29|317087|1175767|바람에게|윤상|38
30|3009|38504|거짓말처럼|김현정|1177
31|3853|67169|상실|박상민|956
32|3449|37100|힘을 내요, 미스터 김|롤러 코스터|100195
33|3982|85108|바보|박효신|1191
34|3956|87311|Tri-Angle|백지영|1118
35|310185|1002851|그대니까요 (Duet With 차은주)|김현철|1424
36|4369|84375|꿈꾸는 소녀|YB (윤도현 밴드)|100168
37|4314|83220|내안의 그대|엄정화|1100
38|3672|87908|김원준||17
39|4981|87736|체념(諦念)|태사자|100096
40|198|89820|나침반|CB Mass|100252
41|3245|33245|Slam|노바소닉|100136
42|4161|86984|이별 그후|신승훈|25
43|4249|87584|All Your Dreams|신화|100078
44|30708|445159|그대가 그대를|이승환|26
45|5323|88559|워워|허니 패밀리|100073
47|4913|48175|Tess|채정안|1095
48|4619|87775|줄래|이정현|3895
49|116|27236|맥주와 땅콩|쿨 (COOL)|100004
50|33571|505165|Run To You|DJ DOC|100005
