rank|album_id|song_id|song_title|artist_name|artist_id
1|2007739|3527235|TV를 껐네... (Feat. t윤미래, 권정열 Of 10cm)|리쌍|103289
2|2008890|3536905|안녕이라고 말하지마|다비치|236815
3|2007739|3534943|회상 (Feat. 백지영)|리쌍|103289
4|2006957|3521672|So Cool (쏘쿨)|씨스타|473181
5|2007739|3534941|나란 놈은 답은 너다 (Feat. 하림)|리쌍|103289
6|2008341|3532821|Top Girl|지나|482640
7|1356152|3509751|UGLY|2NE1|406712
8|2009327|3538478|STEP|카라|222128
9|1360352|3516563|Mr. Simple|SUPER JUNIOR (슈퍼주니어)|175404
10|2009410|3538775|좋아보여 (Feat. 검정치마)|버벌진트|6985
11|1339951|3488849|Good-bye Baby|미쓰에이|481481
12|2010106|3540493|너, 한눈 팔지마!|걸스데이|482762
13|2007718|3526967|안아줘요|10CM|468244
14|1317401|3457172|Roly-Poly|티아라|412000
15|1356152|3488750|Hate You|2NE1|406712
16|1315551|3452769|내가 제일 잘 나가|2NE1|406712
17|1324270|3467463|바람났어 (Feat. 박봄)|GG (박명수 & G-Dragon)|550442
18|1339753|3488667|내꺼하자|인피니트|476181
19|2007739|3534942|Serenade (Feat. 개코 Of Dynamic Duo, Windy City)|리쌍|103289
20|2007112|3522389|블링블링 (Bling Bling)|달샤벳|514619
21|1324851|3468048|Bubble Pop!|현아|449401
22|1338452|3486450|오늘도 사랑해|백지영|1118
23|2007385|3524625|가슴으로 운다 (Feat. 아이린, 윤미)|디셈버|439021
24|2011288|3545207|오 나의 여신님|성시경|3305
25|2009046|3537457|가질 수 없는 너 (뱅크)|장혜진|5675
26|1356151|3509748|Grand Final (Feat. 정인, MC 날유)|리쌍|103289
27|2007739|3534944|나 그대에게 모두 드리리 (Feat. 정인)|리쌍|103289
28|1294153|3427926|살다가 한번쯤|포맨 (4MEN)|100176
29|1312258|3448185|Hands Up|2PM|259822
30|2007739|3534945|죽기 전까지 날아야 하는 새 (To. Bizzy) (Feat. 강산에, Bizzy)|리쌍|103289
31|1324270|3467466|압구정 날라리|처진 달팽이 (유재석 & 이적)|550445
32|2006821|3520711|You Are So Beautiful|XIA (준수)|52607
33|1334167|3480463|모나리자 (Mona Lisa)|엠블랙|436980
34|2006804|3520616|기다릴게|하동균|43806
35|2007739|3534948|강남 사짜 (Feat. PoBi)|리쌍|103289
36|1317394|3457091|Maroon 5||107721
37|1306051|3440448|Hot Summer|f(x)|428501
38|2008908|3536916|통증|임재범|4838
39|2007698|3526810|부산여자|비|17671
40|2008245|3531870|사랑보다 깊은 상처|박정현|1099
41|1342956|3492688|밤 하늘에|애프터스쿨 RED|554180
42|1302654|3436083|끝사랑|김범수|6502
43|557957|2163686|아버지|인순이|4232
44|1337552|3485088|남자니까 웃는거야|Homme (창민, 이현)|778464
45|2011558|3546001|Get Out|JYJ|499453
46|2008890|3536906|사랑 사랑아|다비치|236815
47|1324270|3516048|찹쌀떡|센치한 하하 (하하 & 10cm)|550443
48|1165751|3135148|LMFAO||331467
49|1290562|3424822|별빛달빛|시크릿|435121
50|1272951|3397448|비가 오는 날엔|비스트|436981
