rank|album_id|song_id|song_title|artist_name|artist_id
1|4161|46218|전설속의 누군가처럼|신승훈|25
2|4682|86668|나의 연인(我戀)|임창정|1142
3|5288|91325|애수(哀愁)|god|100007
4|3985|85900|고백|박혜경|1790
5|3982|85707|해줄 수 없는 일|박효신|1191
6|40149|607552|가시나무|조성모|969
7|197|26822|한 (Come A Come)|샤크라|100068
8|3128|34093|오랜 방황의 끝|김태영|5964
9|4986|75233|비(悲)의 Rhapsody|최재훈|1087
10|348466|1606631|Cyber Lover|터보|100059
11|4372|91322|너를 보내고|YB (윤도현 밴드)|100168
12|4573|81713|Rain|이적|1088
13|4675|86575|삐에로 (Feat. JED Of D.Bace)|이현도|3614
14|309245|987282|가시나무|시인과 촌장|100749
15|4830|86857|노을의 연가|주영훈|1033
16|4556|85258|와|이정현|3895
17|5283|86166|Day By Day|플라이 투 더 스카이|100183
18|3876|82594|Blue Sky|박기영|908
19|344054|1564058|Good Bye My Love|이수영|995
20|4503|86327|서방님|이소은|984
21|3015|38558|왜|김민종|942
22|6543|88423|윤현석||6156
23|4397|87019|Annie|윤종신|437
24|3452|32495|춤이 뭐길래|량현량하|101170
26|3220|37756|그대도...내게도...|에코|100044
27|7874|85678|반전(反轉)|스카이|100030
28|5330|86128|Hush|허쉬|100087
29|3164|37990|잊으러 가는 길|김장훈|1081
30|2160|8472|Champ|긱스|100332
31|3052|39017|쇼크|구피|100023
32|3013|38542|꼭!|김건모|889
33|330368|1483086|너를 사랑해|김경호|895
34|312308|1087403|가니|진주|2924
35|5412|85253|Casanova|업타운|100043
36|4321|62185|크로스|엄정화|1100
37|345496|1576735|다 줄거야 (Acoustic Ver.)|조규만|1833
38|3271|33108|고양이와 새에 관한 진실|델리스파이스|100099
39|5376|84209|경고|타샤니|100075
40|5355|86078|For You|샵|100127
41|4937|91321|미련|코요태|100022
42|306481|898145|소중한 너 (With. 윤사라)|조규찬|525
43|4556|85257|바꿔|이정현|3895
44|5169|87186|Failure|크래쉬(Crash)|101495
45|4373|72505|너 없는 아침|유리상자|100130
46|4661|85311|나비|자우림|100094
47|334568|1516879|섹시한 남자|스페이스 에이|100063
48|33129|494157|다 알아요|양파|3854
49|3394|489869|연가|유승준|1008
50|347324|1594157|For You|조성모|969
