rank|album_id|song_id|song_title|artist_name|artist_id
51|11154218|36062335|그대가 내 안에 박혔다(그내박)|순순희(기태)|2136898
52|11233031|36404853|물론|허각|28801
53|11034298|35546497|After LIKE|IVE (아이브)|3055146
54|10975276|35252996|해요 (2022)|#안녕|1024489
55|11166539|36110996|파이팅 해야지 (Feat. 이영지)|부석순 (SEVENTEEN)|2112233
56|10260858|31666417|주저하는 연인들을 위해|잔나비|772253
57|11305820|36699655|Bubble|STAYC(스테이씨)|2899290
58|10149492|30962526|모든 날, 모든 순간 (Every day, Every Moment)|폴킴|752425
59|10610525|33496587|다정히 내 이름을 부르면|경서예지|2863470
60|10801677|34360855|눈이 오잖아(Feat.헤이즈)|이무진|2138620
61|11242411|36440243|사랑..그게 뭔데|지아|227595
62|11229537|36391236|손오공|세븐틴 (SEVENTEEN)|861436
63|11363599|36960967|Chill Kill|Red Velvet (레드벨벳)|780066
64|10036099|30232719|예뻤어|DAY6 (데이식스)|894864
65|11011565|35454425|Attention|NewJeans|3114174
66|2336926|8037843|Dangerously|Charlie Puth|838654
67|10923444|34908740|우리들의 블루스|임영웅|994944
68|10479150|32872978|Dynamite|방탄소년단|672375
69|11234678|36411342|UNFORGIVEN (feat. Nile Rodgers)|LE SSERAFIM (르세라핌)|3092950
70|11262009|36518341|나에게 그대만이|탑현|2893700
71|11376558|37022702|그대가 있는 곳, 언제 어디든|로이킴|699632
72|11333953|36826657|GODS|NewJeans|3114174
73|11394425|37100276|I Love You|안세하|897547
74|10307346|31927275|한 페이지가 될 수 있게|DAY6 (데이식스)|894864
75|11258233|36502910|모래 알갱이|임영웅|994944
76|11340391|36855841|Do or Die|임영웅|994944
77|10037969|30244931|봄날|방탄소년단|672375
78|11320510|36764312|I Love My Body|화사 (HWASA)|756531
79|10923444|35008524|다시 만날 수 있을까|임영웅|994944
80|11387681|37073699|화이트 (White)|폴킴|752425
81|10412319|32508053|이제 나만 믿어요|임영웅|994944
82|10107511|30717645|Snowman|Sia|54103
83|10612483|33507137|Butter|방탄소년단|672375
84|11140018|36001290|건물 사이에 피어난 장미 (Rose Blossom)|H1-KEY (하이키)|3064111
85|10923444|35008525|무지개|임영웅|994944
86|11353281|36912442|밤, 바다|최유리|2645970
87|10923444|35008527|아버지|임영웅|994944
88|11102375|35834583|London Boy|임영웅|994944
89|11102375|35834584|Polaroid|임영웅|994944
90|10646395|33658563|STAY|The Kid LAROI|2743730
91|10923444|35008534|인생찬가|임영웅|994944
92|10984354|35299693|Summer (Feat. BE’O (비오))|Paul Blanco|943079
93|10152984|30985406|어른|Sondia|1023977
94|11036283|35553933|숲|최유리|2645970
95|10923444|35008528|A bientot|임영웅|994944
96|11214411|36331121|꽃|지수 (JISOO)|995174
97|11334935|36830723|3D (feat. Jack Harlow)|정국|725987
98|11358100|36936168|Yes or No|정국|725987
99|11381907|37048498|Merry PLLIstmas|PLAVE|3207401
100|28985|418168|희재|성시경|3305
